ID,Language,Probability,ObjectKnowledge1Code,MachineKnowledge1Code,ObjectKnowledge2Code,MachineKnowledge2Code,EstimatePercentage1,EstimatePercentage2
435,3,50,1,1,1,1,30,40
436,3,50,1,2,1,0,98,75
437,3,50,2,1,1,2, ,75
438,3,50,1,1,1,1,50,65
439,3,50,1,1,1,1,50,60
440,3,50,1,1,1,1,25,30
441,3,50,0,0,0,0,75,80
442,3,50,1,1,1,1,80,80
443,3,50,1,1,1,1,30,40
444,3,50,1,1,1,1,60,50
445,3,50,2,1,1,2,50,80
446,3,50,1,1,1,1,60,50
447,3,50,1,0,0,0,30,40
448,3,50,1,1,1,1,40,30
449,3,50,1,1,1,1, ,5
450,3,50,1,1,1,1,50,50
451,3,50,1,1,1,1,40,50
452,3,50,1,1,0,0,60,50
453,3,50,1,1,1,1,40,50
454,3,50,1,1,1,1,65,50
455,3,50,1,1,1,1,65,50
456,3,50,2,2,1,1,80,60
457,3,50,1,1,1,1,60,70
458,3,50,1,0,1,1,20,30
459,3,50,1,1,1,1,50,45
460,3,50,0,0,1,1,40,70
461,3,50,1,1,1,1,50,50
462,3,50,1,1,1,1,75,50
463,3,50,1,1,1,1,50,50
464,3,50,1,1,1,1,75,50
465,3,50,0,0,0,0,50,50
466,3,50,1,1,1,1,50,50
528,3,60,1,0,1,0,50,50
529,3,60,2,1,1,1,80,60
530,3,60,1,1,0,0,100,50
531,3,60,1,1,1,0,100,60
532,3,60,1,1,1,1,60,60
533,3,60,1,1,1,1,60,60
534,3,60,1,1,1,1,66,70
535,3,60,1,1,1,1,70,60
536,3,60,1,1,1,1,60,60
537,3,60,2,1,1,1,100,60
538,3,60,1,1,1,1,80,70
539,3,60,1,1,1,1,75,80
540,3,60,1,1,1,1,60,60
541,3,60,1,1,1,1,70,75
542,3,60,2,2,2,2,100,100
543,3,60,1,1,1,1,75,80
544,3,60,2,1,2,1,75,85
545,3,60,2,1,2,1,50,50
546,3,60,0,1,1,1,60,60
547,3,60,1,1,1,1,90,85
548,3,60,1,1,1,1,70,60
549,3,60,1,1,1,1,100,70
550,3,60,1,1,1,1,60,60
551,3,60,1,1,1,1,60,60
552,3,60,1,1,1,1,80,60
553,3,60,1,1,1,1,70,60
554,3,60,1,1,1,1,70,60
555,3,60,1,1,1,1,65,60
556,3,60,2,2,2,1,100,100
557,3,60,1,1,1,1,80,70
621,3,70,2,2,2,2,75,60
622,3,70,1,1,1,1,70,70
623,3,70,1,1,1,1,80,66
624,3,70,1,1,1,1,100,100
625,3,70,1,1,1,1,70,70
626,3,70,1,1,1,1,80,70
627,3,70,1,1,1,1,66,66
628,3,70,0,1,0,1,80,70
629,3,70,1,1,0,1,80,80
630,3,70,1,1,2,2,50,25
631,3,70,1,1,1,1,70,70
632,3,70,1,1,1,1,80,70
633,3,70,1,1,1,1,15,65
634,3,70,2,1,2,1,75,80
635,3,70,1,1,1,1,45,65
636,3,70,2,1,2,2,50,75
637,3,70,1,1,1,1,70,70
638,3,70,1,1,1,1,70,70
639,3,70,1,1,1,1,70,70
640,3,70,1,1,1,0,75,75
641,3,70,1,1,1,1,70,70
642,3,70,1,0,1,0,65,70
643,3,70,1,1,1,1,70,70
644,3,70,0,0,0,0,70,70
645,3,70,0,1,0,0,80,75
646,3,70,1,1,1,1,75,70
647,3,70,1,1,1,1,70,70
648,3,70,2,2,2,2,80,80
649,3,70,2,1,1,2,25,35
650,3,70,1,1,1,1,80,90
651,3,70,2,2,1,1,10,80
652,3,70,1,1,1,1,75,75
653,3,70,1,1,1,1,30,70
654,3,70,1,2,1,1,70,70
719,3,80,1,1,1,1,70,70
720,3,80,1,1,1,1,80,70
721,3,80,2,1,2,1,80,80
722,3,80,1,1,2,2,75,90
723,3,80,1,1,1,1,80,80
724,3,80,1,1,1,1,75,80
725,3,80,1,1,1,1,80,80
726,3,80,1,1,1,1,90,90
727,3,80,2,1,1,2,90,90
728,3,80,0,0,0,0,80,80
729,3,80,1,1,2,2,7,10
730,3,80,1,1,1,1,80,80
731,3,80,0,0,0,0,60,80
732,3,80,1,1,1,1,80,80
733,3,80,2,1,1,1,80,80
734,3,80,1,1,1,1,80,80
735,3,80,1,1,2,1,80,80
736,3,80,1,1,1,1,80,90
737,3,80,1,1,1,1,80,80
738,3,80,1,1,1,2,80,80
739,3,80,1,1,1,1,80,80
740,3,80,1,1,1,1,80,80
741,3,80,0,1,0,0,70,80
742,3,80,0,0,0,0,80,75
743,3,80,1,1,1,1,80,80
744,3,80,2,2,2,2,100,100
745,3,80,1,0,2,1,100,100
746,3,80,1,2,1,1,95,70
747,3,80,1,1,1,1,80,80
748,3,80,1,1,2,1,80,80
810,3,90,2,2,2,2,90,98
811,3,90,1,2,2,2,90,90
812,3,90,1,1,1,1, ,100
813,3,90,1,1,1,1,90,90
814,3,90,1,1,0,0, ,99
815,3,90,1,1,1,1,90,90
816,3,90,2,2,2,2,100,90
817,3,90,1,1,1,1,90,90
818,3,90,2,1,2,2,100,99
819,3,90,2,2,2,2,5,1
820,3,90,0,0,0,0,99,99
821,3,90,2,2,1,1, , 
822,3,90,1,1,1,1,90,90
823,3,90,1,1,1,1,90,90
824,3,90,1,1,1,1,90,90
825,3,90,2,2,2,2,99,99
826,3,90,1,1,1,1, , 
827,3,90,2,2,2,2,100,100
828,3,90,1,1,2,1,95,100
829,3,90,1,1,1,1,80,90
830,3,90,1,1,1,1,90,90
831,3,90,2,2,2,2,100,100
832,3,90,1,1,1,1,90,90
833,3,90,1,1,1,1,90,90
834,3,90,1,2,1,1,100,100
835,3,90,1,1,1,1,90,90
836,3,90,1,2,1,2,10,20
837,3,90,1,1,1,1,90,90
838,3,90,1,2,1,2,100,100
839,3,90,2,1,2,1,100,90
840,3,90,1,1,1,1,90,90
904,3,100,1,1,1,1,90,90
905,3,100,2,2,2,2,100,100
906,3,100,1,1,1,2,100,100
907,3,100,1,1,1,1,100,100
908,3,100,2,2,2,2,100,100
909,3,100,2,1,2,1,100,100
910,3,100,2,0,2,0,100,100
911,3,100,2,1,1,2,100,100
912,3,100,2,1,2,1,100,100
913,3,100,1,1,1,1, ,80
914,3,100,2,1,2,2,100,100
915,3,100,2,2,2,2, , 
916,3,100,2,1,2,1,85,100
917,3,100,2,2,2,2,100,100
918,3,100,2,2,2,2,100,100
919,3,100,2,2,2,2,100,100
920,3,100,1,1,1,1,100,100
921,3,100,2,2,2,2,100,100
922,3,100,2,1,2,1,100,100
923,3,100,1,1,2,2,30,100
924,3,100,2,2,1,2,100,100
925,3,100,1,0,1,1,16,10
926,3,100,1,1,2,2, ,100
927,3,100,2,2,2,2,100,100
928,3,100,2,2,2,2,100,100
929,3,100,1,1,1,1,90,90
930,3,100,2,2,2,2,100,100
931,3,100,1,1,1,1,100,100
932,3,100,2,2,2,2,80,100
933,3,100,2,1,2,2,100,100
